Unnamed: 0,fecha,estacion,lluvia,Nombre,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,tsuelo_5,tsuelo_50,tsuelo_100,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,rad_solar,Longitud,Latitud,Altitud
5788,28/04/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,3,7.3,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5846,28/05/2023,INS010301AT,0.2,SAN_JOSE_PINULA,,,,,,,,4,11,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5906,28/06/2023,INS010301AT,46.9,SAN_JOSE_PINULA,,,,,,,,6,9,180,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5966,28/07/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,3,17.7,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6025,29/04/2023,INS010301AT,0.1,SAN_JOSE_PINULA,,,,,,,,5,13.3,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6084,29/05/2023,INS010301AT,29.6,SAN_JOSE_PINULA,,,,,,,,7,4.7,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6144,29/06/2023,INS010301AT,13.7,SAN_JOSE_PINULA,,,,,,,,7,9,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6204,29/07/2023,INS010301AT,17.5,SAN_JOSE_PINULA,,,,,,,,8,13.3,225,,,,,0,0,0,0,0,1,0,0,0,0,0,,-90.39191,14.52392,1744
6263,30/04/2023,INS010301AT,4.5,SAN_JOSE_PINULA,,,,,,,,2,17.7,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6322,30/05/2023,INS010301AT,5.2,SAN_JOSE_PINULA,,,,,,,,6,7,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6382,30/06/2023,INS010301AT,1.1,SAN_JOSE_PINULA,,,,,,,,4,15.3,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6442,30/07/2023,INS010301AT,11.1,SAN_JOSE_PINULA,,,,,,,,2,17.7,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6501,31/05/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,6,8.7,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
6561,31/07/2023,INS010301AT,5.1,SAN_JOSE_PINULA,,,,,,,,2,15.3,225,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
